StationID,Region,Year,Date,TempMax(°C),TempMin(°C),Precipitation(mm),WindSpeed(km/h),Humidity(%),AirPressure(hPa),SolarRadiation(kWh/m²),CO2(ppm),SatelliteImageryIndex,WeatherStationScore,SensorReliabilityIndex,Rainfall(mm),,Date
STN004,Africa,2016,11/6/2016,32.8,9.3,377.1,6.8,68.9,996.8,1137.3,389.5,0.93,92.8,0.76,93.2,,6/11/2016
STN004,Africa,2016,8/28/2016,34.8,14,363.3,10.8,74.4,1015.3,1468.1,411,0.56,94.6,0.75,204,,NA
STN002,Europe,2016,1/7/2016,43.5,14.6,840.9,8.9,72.7,1010.1,1640.3,384.6,0.55,83.7,0.97,25.75,,7/1/2016
STN004,Africa,2016,3/3/2016,34.6,10.9,224.2,14.7,50.6,1005.8,2341.4,396,0.9,90.1,0.82,194.93,,3/3/2016
STN001,North America,2016,11/17/2016,33.9,16.5,207.4,8.5,74.8,987,1580.5,397.4,0.53,98.6,0.97,96.96,,NA
STN002,Europe,2016,2/18/2016,20.7,24,255.3,9.4,46,1001.7,1656.2,391.5,0.52,81.5,0.77,52.31,,NA
STN003,Asia,2016,7/22/2016,21.4,18.9,828.5,10,52.4,993,2058.6,408,0.89,98.2,0.94,125.67,,NA
STN003,Asia,2016,9/27/2016,32.4,14.9,1023.5,18.8,77.7,998.3,2369.7,391.4,0.66,96.4,0.73,80.71,,NA
STN001,North America,2016,2/27/2016,21.7,7.7,944.6,17.7,45,1020.3,1723.3,385.1,0.65,96.1,0.92,104.81,,NA
STN002,Europe,2016,8/27/2016,28.9,19.8,506.1,15.8,71.9,1022.5,1811.7,404.4,0.91,89.8,0.85,127.41,,NA
STN002,Europe,2016,12/24/2016,39.5,6.5,291.3,11.2,79.9,986.3,1419.7,386.1,0.76,88.6,0.82,137.64,,NA
STN002,Europe,2016,12/25/2016,29.2,19.4,972.6,14.2,43.3,1029.7,2415.2,418.1,0.6,94.1,0.92,229.99,,NA
STN003,Asia,2016,3/9/2016,33.8,13.7,434.5,18.8,42.8,1014.6,1481,411.9,0.68,84.8,0.89,216.19,,9/3/2016
STN003,Asia,2016,6/28/2016,22.4,22.1,1058.1,15.9,71.4,983.9,1717.4,405.6,0.53,94.6,0.8,0.16,,NA
STN002,Europe,2016,5/2/2016,24.3,5.6,604.3,19.6,52.7,1012.2,1038,384.4,0.59,90.2,0.75,6.11,,2/5/2016
STN001,North America,2016,2/15/2016,28.2,15.2,663.3,11.5,51.2,1026.9,1099.9,386.3,0.8,84.6,0.86,82.51,,NA
STN003,Asia,2016,6/16/2016,32.4,14.9,1023.5,18.8,77.7,998.3,2369.7,391.4,0.66,96.4,0.73,235.9,,NA
STN002,Europe,2016,9/6/2016,20.7,24,255.3,9.4,46,1001.7,1656.2,391.5,0.52,81.5,0.77,116.67,,6/9/2016
STN004,Africa,2016,10/5/2016,30.1,16.2,1174.8,10.5,47.3,1019.9,1272.3,405.5,0.9,97.4,0.8,103.06,,5/10/2016
STN003,Asia,2016,1/26/2016,23.3,6.8,865,7,63.1,992.1,1686.1,397.5,0.65,86.3,0.98,146.41,,NA
STN003,Asia,2016,2/17/2016,22.4,22.1,1058.1,15.9,71.4,983.9,1717.4,405.6,0.53,94.6,0.8,127.31,,NA
STN002,Europe,2016,5/8/2016,24.3,16,821.8,19.3,51.5,1025.8,1164.4,390.6,0.99,85.6,0.89,225.61,,8/5/2016
STN004,Africa,2016,3/20/2016,44.6,16.4,380.7,8.3,72.2,1004.3,1015.5,413.5,0.68,86,0.81,249.6,,NA
STN004,Africa,2016,11/14/2016,20.7,14.2,815.4,6.8,43.5,981.9,2019.3,390,0.68,90.2,0.96,14.98,,NA
STN004,Africa,2017,9/27/2017,32.2,6.4,881.8,19.6,56.4,1007.3,1963.2,406.6,0.95,82.2,0.97,224.71,,NA
STN002,Europe,2017,9/8/2017,42.6,19.7,1057.1,5.7,47,1009.2,1085.9,381.5,0.77,80.7,0.77,207.25,,8/9/2017
STN001,North America,2017,9/5/2017,20.7,6.5,764.5,13.9,75,1028.6,1963.7,391.6,0.64,85.7,0.78,127.06,,5/9/2017
STN002,Europe,2017,4/27/2017,44.6,17.7,761.2,10.1,52.7,1008.2,1735.2,388.2,0.57,92.7,0.73,242.18,,NA
STN003,Asia,2017,9/19/2017,33.8,13.7,434.5,18.8,42.8,1014.6,1481,411.9,0.68,84.8,0.89,221.05,,NA
STN002,Europe,2017,2/11/2017,28.9,19.8,506.1,15.8,71.9,1022.5,1811.7,404.4,0.91,89.8,0.85,55.29,,11/2/2017
STN002,Europe,2017,8/1/2017,24.3,16,821.8,19.3,51.5,1025.8,1164.4,390.6,0.99,85.6,0.89,116.58,,1/8/2017
STN001,North America,2017,3/2/2017,30.9,22.9,479.1,13.5,58.8,1001,1347.9,399.5,0.63,84.6,0.88,182.74,,2/3/2017
STN002,Europe,2017,5/18/2017,34.2,20.2,1196.4,5.7,69.3,1008,1606,389,0.97,96.2,0.89,157.19,,NA
STN001,North America,2017,1/20/2017,34.5,20,334,12.6,43.3,1000.6,2307.1,392.2,0.5,82.9,0.87,180.69,,NA
STN003,Asia,2017,1/20/2017,32.3,22.8,759.6,9.9,57.2,993.4,1172.2,388.3,0.98,88.3,0.86,72.58,,NA
STN002,Europe,2017,9/15/2017,34.2,20.2,1196.4,5.7,69.3,1008,1606,389,0.97,96.2,0.89,196.01,,NA
STN001,North America,2017,2/9/2017,30.8,10.3,327.1,17.8,48.8,999.4,1241.2,393.6,0.73,98.2,0.78,28.79,,9/2/2017
STN003,Asia,2017,6/16/2017,34.1,12.2,930.2,15.3,40.9,997.1,1080.8,413.1,0.91,89.9,0.73,101.4,,NA
STN003,Asia,2017,9/20/2017,21.4,18.9,828.5,10,52.4,993,2058.6,408,0.89,98.2,0.94,61.35,,NA
STN004,Africa,2017,1/12/2017,34.8,14,363.3,10.8,74.4,1015.3,1468.1,411,0.56,94.6,0.75,188.57,,12/1/2017
STN002,Europe,2017,7/27/2017,41.8,20.9,277,10.5,61.1,988.3,1296.4,403.1,0.89,85,0.9,117.17,,NA
STN001,North America,2017,3/24/2017,38.2,24.9,855.2,10.3,75.1,1000,1616.4,392.3,0.69,97.3,0.81,168.6,,NA
STN004,Africa,2017,6/2/2017,30.5,5.1,436.5,11.3,75.7,1019.4,1693.8,397.3,0.65,82.2,0.74,223.89,,2/6/2017
STN003,Asia,2017,3/15/2017,43.7,9.7,609.4,17.1,50.1,993.9,2192.8,387.9,0.52,87.3,0.89,16.06,,NA
STN002,Europe,2017,4/23/2017,43.5,14.6,840.9,8.9,72.7,1010.1,1640.3,384.6,0.55,83.7,0.97,77.88,,NA
STN001,North America,2017,12/16/2017,37.8,14.9,829.1,12.4,79.1,998.8,1992.4,389,0.89,93.4,0.78,38.66,,NA
STN004,Africa,2017,11/14/2017,32.8,9.3,377.1,6.8,68.9,996.8,1137.3,389.5,0.93,92.8,0.76,211.78,,NA
STN002,Europe,2017,4/26/2017,29.2,19.4,972.6,14.2,43.3,1029.7,2415.2,418.1,0.6,94.1,0.92,170.61,,NA
STN001,North America,2017,8/11/2017,36.5,24.7,354.4,13.2,47.5,991.9,1266.3,386.3,0.81,80.6,0.8,27.2,,11/8/2017
STN003,Asia,2017,2/10/2017,23.6,11.2,749.7,16.4,53.1,984.7,1950.4,384,0.84,97.9,0.97,223.81,,10/2/2017
STN004,Africa,2017,8/20/2017,30.3,15,563,16.5,45.7,989.8,1507.8,418.2,0.59,89.9,0.75,180.76,,NA
STN002,Europe,2017,6/18/2017,28.4,16.3,693.7,20,50.7,1019.2,2134,415.2,0.58,86.5,0.95,110.86,,NA
STN004,Africa,2017,4/7/2017,34.8,14,363.3,10.8,74.4,1015.3,1468.1,411,0.56,94.6,0.75,116.34,,7/4/2017
STN004,Africa,2017,9/7/2017,32.9,16.1,545.1,12,46.2,992.3,1531.3,414.2,0.6,84.8,0.85,110.38,,7/9/2017
STN002,Europe,2017,5/8/2017,20.2,12.5,1006,19.8,52,991.2,1875.2,386.7,0.98,92.5,0.89,238.69,,8/5/2017
STN004,Africa,2017,3/17/2017,40,14.1,1063.2,12.1,55.5,1011.6,1806.9,393.2,0.59,83.2,0.97,177.27,,NA
STN003,Asia,2017,3/17/2017,27.1,7.5,625.8,12.8,44.8,997.4,1696.9,393.1,0.85,99.7,0.76,92.84,,NA
STN004,Africa,2017,12/8/2017,34.3,6.3,707.8,16.7,68.6,1004.4,1522.9,397.5,0.76,97.2,0.9,249.02,,8/12/2017
STN002,Europe,2017,12/1/2017,42.6,19.7,1057.1,5.7,47,1009.2,1085.9,381.5,0.77,80.7,0.77,150.24,,1/12/2017
STN001,North America,2017,11/17/2017,42.8,17.4,1140.4,10.2,59.5,1020.4,2132.9,397.1,0.8,97.7,0.71,79.06,,NA
STN002,Europe,2017,9/5/2017,40.1,21.9,241.6,9.5,53,996.6,2212.3,387.3,0.85,89.4,0.88,53.83,,5/9/2017
STN003,Asia,2017,11/17/2017,21.4,18.9,828.5,10,52.4,993,2058.6,408,0.89,98.2,0.94,89.34,,NA
STN002,Europe,2017,8/1/2017,39.5,6.5,291.3,11.2,79.9,986.3,1419.7,386.1,0.76,88.6,0.82,23.99,,1/8/2017
STN004,Africa,2017,5/26/2017,34.3,6.3,707.8,16.7,68.6,1004.4,1522.9,397.5,0.76,97.2,0.9,43.4,,NA
STN003,Asia,2017,9/27/2017,34.4,23.2,404,7.3,73.9,1021.9,2220.1,391.5,0.87,86.6,0.89,200.96,,NA
STN004,Africa,2017,10/9/2017,30.3,15,563,16.5,45.7,989.8,1507.8,418.2,0.59,89.9,0.75,149.61,,9/10/2017
STN001,North America,2017,10/10/2017,38,19.8,456.7,17.5,64.3,1023.1,1241.7,400.5,0.69,99.2,0.9,13.14,,10/10/2017
STN001,North America,2017,8/28/2017,20.7,6.5,764.5,13.9,75,1028.6,1963.7,391.6,0.64,85.7,0.78,6.35,,NA
STN003,Asia,2017,11/21/2017,31.1,17,775.4,6,69.8,1018.3,1464.6,392.2,0.8,85.8,0.73,242.22,,NA
STN004,Africa,2017,1/1/2017,30.1,16.2,1174.8,10.5,47.3,1019.9,1272.3,405.5,0.9,97.4,0.8,100.59,,1/1/2017
STN001,North America,2017,5/26/2017,24.6,13,399.3,10.4,72.9,995.2,1952.5,400.8,0.65,90.5,0.91,59.95,,NA
STN003,Asia,2017,1/23/2017,32.4,14.9,1023.5,18.8,77.7,998.3,2369.7,391.4,0.66,96.4,0.73,58.22,,NA
STN001,North America,2017,6/1/2017,36.5,24.7,354.4,13.2,47.5,991.9,1266.3,386.3,0.81,80.6,0.8,112.58,,1/6/2017
STN002,Europe,2018,10/17/2018,44.5,18.7,868.2,9.5,44.8,1007.7,1848.4,419.8,0.64,85,0.87,237.87,,NA
STN003,Asia,2018,1/28/2018,22.4,22.1,1058.1,15.9,71.4,983.9,1717.4,405.6,0.53,94.6,0.8,185.13,,NA
STN002,Europe,2018,1/6/2018,43.5,14.6,840.9,8.9,72.7,1010.1,1640.3,384.6,0.55,83.7,0.97,67.05,,6/1/2018
STN001,North America,2018,6/13/2018,34.5,20,334,12.6,43.3,1000.6,2307.1,392.2,0.5,82.9,0.87,205.42,,NA
STN002,Europe,2018,1/2/2018,44.5,18.7,868.2,9.5,44.8,1007.7,1848.4,419.8,0.64,85,0.87,136.38,,2/1/2018
STN002,Europe,2018,2/27/2018,42.6,19.7,1057.1,5.7,47,1009.2,1085.9,381.5,0.77,80.7,0.77,31.72,,NA
STN002,Europe,2018,10/7/2018,43.5,14.6,840.9,8.9,72.7,1010.1,1640.3,384.6,0.55,83.7,0.97,229.87,,7/10/2018
STN001,North America,2018,2/22/2018,22.7,21,570.4,19.8,40.4,992.5,1743.6,402.3,0.97,82.4,0.9,16.58,,NA
STN002,Europe,2018,1/20/2018,26.8,9,707.8,7.4,69.6,995.1,1371.7,393.7,0.83,88.5,0.7,218.55,,NA
STN004,Africa,2018,4/17/2018,39.4,5.4,302.7,6.2,65,1028.5,2327.8,405.8,0.8,81.3,0.86,22.21,,NA
STN002,Europe,2018,6/16/2018,30.5,22.1,912.7,18.1,53.5,998.1,1032.2,383.7,0.54,95.2,0.71,147.6,,NA
STN001,North America,2018,12/4/2018,38,19.8,456.7,17.5,64.3,1023.1,1241.7,400.5,0.69,99.2,0.9,105.52,,4/12/2018
STN004,Africa,2018,4/13/2018,35.4,22.5,1112.7,8.4,50.5,992.7,1605.5,386,0.98,94.3,0.7,184.16,,NA
STN001,North America,2018,10/16/2018,24.6,13,399.3,10.4,72.9,995.2,1952.5,400.8,0.65,90.5,0.91,120.65,,NA
STN004,Africa,2018,12/3/2018,40,14.1,1063.2,12.1,55.5,1011.6,1806.9,393.2,0.59,83.2,0.97,33.94,,3/12/2018
STN001,North America,2018,9/21/2018,36,16.5,212.8,13.7,42.1,998.5,1631.5,403.4,0.77,80.1,0.7,131.2,,NA
STN004,Africa,2018,4/13/2018,40,14.1,1063.2,12.1,55.5,1011.6,1806.9,393.2,0.59,83.2,0.97,221.66,,NA
STN001,North America,2018,4/24/2018,28.7,20.9,277.3,6.1,49.9,1004.6,2002.6,407.2,0.92,95.2,0.85,78.66,,NA
STN004,Africa,2018,5/13/2018,30.1,16.2,1174.8,10.5,47.3,1019.9,1272.3,405.5,0.9,97.4,0.8,207.26,,NA
STN003,Asia,2018,8/8/2018,20.6,14,363.2,7.8,73.5,995.1,1406.1,402,0.57,92.2,0.99,173.46,,8/8/2018
STN003,Asia,2018,11/5/2018,32.9,19.6,360.3,12.8,70.7,1019.8,2253.3,403.8,0.51,82.4,0.9,132.57,,5/11/2018
STN001,North America,2018,10/14/2018,38.2,24.9,855.2,10.3,75.1,1000,1616.4,392.3,0.69,97.3,0.81,108.23,,NA
STN004,Africa,2018,8/18/2018,32.2,6.4,881.8,19.6,56.4,1007.3,1963.2,406.6,0.95,82.2,0.97,240.46,,NA
STN002,Europe,2018,8/7/2018,29.2,19.4,972.6,14.2,43.3,1029.7,2415.2,418.1,0.6,94.1,0.92,95.76,,7/8/2018
STN002,Europe,2018,3/17/2018,29.2,19.4,972.6,14.2,43.3,1029.7,2415.2,418.1,0.6,94.1,0.92,50.14,,NA
STN002,Europe,2018,12/21/2018,42.6,19.7,1057.1,5.7,47,1009.2,1085.9,381.5,0.77,80.7,0.77,85.44,,NA
STN003,Asia,2018,1/22/2018,24.8,13.6,1008.1,17.9,74.4,1000.6,1021.1,411,0.6,88.2,0.95,117.1,,NA
STN002,Europe,2018,7/6/2018,20.7,24,255.3,9.4,46,1001.7,1656.2,391.5,0.52,81.5,0.77,102.8,,6/7/2018
STN002,Europe,2018,2/7/2018,43.5,14.6,840.9,8.9,72.7,1010.1,1640.3,384.6,0.55,83.7,0.97,31.57,,7/2/2018
STN001,North America,2018,11/22/2018,36,16.5,212.8,13.7,42.1,998.5,1631.5,403.4,0.77,80.1,0.7,1.01,,NA
STN001,North America,2018,5/15/2018,30.9,22.9,479.1,13.5,58.8,1001,1347.9,399.5,0.63,84.6,0.88,119.99,,NA
STN002,Europe,2018,11/7/2018,24.3,16,821.8,19.3,51.5,1025.8,1164.4,390.6,0.99,85.6,0.89,176.67,,7/11/2018
STN002,Europe,2018,1/27/2018,43.5,14.6,840.9,8.9,72.7,1010.1,1640.3,384.6,0.55,83.7,0.97,221.16,,NA
STN002,Europe,2018,6/1/2018,20.7,24,255.3,9.4,46,1001.7,1656.2,391.5,0.52,81.5,0.77,139.62,,1/6/2018
STN002,Europe,2018,5/22/2018,42.6,19.7,1057.1,5.7,47,1009.2,1085.9,381.5,0.77,80.7,0.77,59.5,,NA
STN003,Asia,2018,8/27/2018,25.5,11.1,896.4,19.8,56.7,995.1,2454.4,402.7,0.8,98.9,0.91,71.32,,NA
STN002,Europe,2018,3/24/2018,24.3,16,821.8,19.3,51.5,1025.8,1164.4,390.6,0.99,85.6,0.89,94.44,,NA
STN003,Asia,2018,6/4/2018,20.6,14,363.2,7.8,73.5,995.1,1406.1,402,0.57,92.2,0.99,246.05,,4/6/2018
STN004,Africa,2018,10/21/2018,34.3,6.3,707.8,16.7,68.6,1004.4,1522.9,397.5,0.76,97.2,0.9,91.85,,NA
STN004,Africa,2018,2/4/2018,20.7,14.2,815.4,6.8,43.5,981.9,2019.3,390,0.68,90.2,0.96,204.65,,4/2/2018
STN003,Asia,2018,4/15/2018,23.3,6.8,865,7,63.1,992.1,1686.1,397.5,0.65,86.3,0.98,108.73,,NA
STN001,North America,2018,8/25/2018,33.9,16.5,207.4,8.5,74.8,987,1580.5,397.4,0.53,98.6,0.97,83.13,,NA
STN003,Asia,2018,8/27/2018,24.7,11.1,958.8,18.3,47.8,1007.8,1031.1,382.3,0.98,92.7,0.8,67.77,,NA
STN004,Africa,2018,1/22/2018,39.1,16,1157,5.1,42.6,991.5,1503.3,393.1,0.76,95.1,0.87,200.03,,NA
STN002,Europe,2018,7/21/2018,43.5,14.6,840.9,8.9,72.7,1010.1,1640.3,384.6,0.55,83.7,0.97,234.06,,NA
STN004,Africa,2018,7/12/2018,20.7,14.2,815.4,6.8,43.5,981.9,2019.3,390,0.68,90.2,0.96,129.49,,12/7/2018
STN004,Africa,2018,9/14/2018,34.6,10.9,224.2,14.7,50.6,1005.8,2341.4,396,0.9,90.1,0.82,157.14,,NA
STN003,Asia,2018,10/11/2018,34.4,23.2,404,7.3,73.9,1021.9,2220.1,391.5,0.87,86.6,0.89,63.92,,11/10/2018
STN004,Africa,2018,1/24/2018,30.5,5.1,436.5,11.3,75.7,1019.4,1693.8,397.3,0.65,82.2,0.74,21.37,,NA
STN001,North America,2018,2/16/2018,38.2,24.9,855.2,10.3,75.1,1000,1616.4,392.3,0.69,97.3,0.81,56.76,,NA
STN001,North America,2018,7/15/2018,20.1,6.3,486.4,11.4,75.1,991.4,2206.1,403.6,0.56,96.1,0.89,106.38,,NA
STN003,Asia,2018,4/7/2018,34.4,23.2,404,7.3,73.9,1021.9,2220.1,391.5,0.87,86.6,0.89,234.08,,7/4/2018
STN003,Asia,2019,2/19/2019,24.8,13.6,1008.1,17.9,74.4,1000.6,1021.1,411,0.6,88.2,0.95,138.03,,NA
STN001,North America,2019,9/27/2019,34.5,20,334,12.6,43.3,1000.6,2307.1,392.2,0.5,82.9,0.87,49.5,,NA
STN002,Europe,2019,12/15/2019,23,12.2,711,17.7,70.2,1018.5,2240,418.6,0.61,91.2,0.77,244.65,,NA
STN003,Asia,2019,12/3/2019,24.8,13.6,1008.1,17.9,74.4,1000.6,1021.1,411,0.6,88.2,0.95,208.93,,3/12/2019
STN003,Asia,2019,2/25/2019,34.4,23.2,404,7.3,73.9,1021.9,2220.1,391.5,0.87,86.6,0.89,60.74,,NA
STN004,Africa,2019,1/6/2019,40,14.1,1063.2,12.1,55.5,1011.6,1806.9,393.2,0.59,83.2,0.97,71.19,,6/1/2019
STN003,Asia,2019,1/8/2019,20.6,14,363.2,7.8,73.5,995.1,1406.1,402,0.57,92.2,0.99,217.58,,8/1/2019
STN001,North America,2019,12/27/2019,28.7,20.9,277.3,6.1,49.9,1004.6,2002.6,407.2,0.92,95.2,0.85,114.86,,NA
STN004,Africa,2019,9/27/2019,20.7,14.2,815.4,6.8,43.5,981.9,2019.3,390,0.68,90.2,0.96,196.56,,NA
STN002,Europe,2019,9/17/2019,44.6,17.7,761.2,10.1,52.7,1008.2,1735.2,388.2,0.57,92.7,0.73,32.18,,NA
STN004,Africa,2019,1/13/2019,30.5,5.1,436.5,11.3,75.7,1019.4,1693.8,397.3,0.65,82.2,0.74,57.61,,NA
STN002,Europe,2019,12/4/2019,43.5,14.6,840.9,8.9,72.7,1010.1,1640.3,384.6,0.55,83.7,0.97,76.1,,4/12/2019
STN003,Asia,2019,9/18/2019,24.8,13.6,1008.1,17.9,74.4,1000.6,1021.1,411,0.6,88.2,0.95,115.78,,NA
STN004,Africa,2019,11/28/2019,39.1,16,1157,5.1,42.6,991.5,1503.3,393.1,0.76,95.1,0.87,159.05,,NA
STN001,North America,2019,7/5/2019,33.9,16.5,207.4,8.5,74.8,987,1580.5,397.4,0.53,98.6,0.97,158.96,,5/7/2019
STN004,Africa,2019,8/6/2019,38.1,11.5,399.5,19.4,57.2,1019.2,1874.7,414.3,0.72,90.8,0.93,185.93,,6/8/2019
STN002,Europe,2019,5/11/2019,36.9,17.5,1028.6,9.9,78.3,987.6,1821.5,399,0.95,86.8,0.77,176.34,,11/5/2019
STN004,Africa,2019,6/18/2019,32.9,16.1,545.1,12,46.2,992.3,1531.3,414.2,0.6,84.8,0.85,166.21,,NA
STN004,Africa,2019,2/10/2019,39.4,5.4,302.7,6.2,65,1028.5,2327.8,405.8,0.8,81.3,0.86,232.92,,10/2/2019
STN003,Asia,2019,1/27/2019,41.4,17.8,462.4,15.3,54,1005.7,1868.4,390.6,0.52,86.4,0.75,164.43,,NA
STN004,Africa,2019,5/20/2019,34.3,6.3,707.8,16.7,68.6,1004.4,1522.9,397.5,0.76,97.2,0.9,209.13,,NA
STN003,Asia,2019,10/9/2019,40,18.4,588.3,13.5,60.1,1021.6,1347.1,419.1,0.72,80.5,0.98,121.04,,9/10/2019
STN001,North America,2019,9/1/2019,24.6,13,399.3,10.4,72.9,995.2,1952.5,400.8,0.65,90.5,0.91,4.57,,1/9/2019
STN002,Europe,2019,1/17/2019,40.1,21.9,241.6,9.5,53,996.6,2212.3,387.3,0.85,89.4,0.88,7.07,,NA
STN001,North America,2019,12/3/2019,42.8,17.4,1140.4,10.2,59.5,1020.4,2132.9,397.1,0.8,97.7,0.71,202.53,,3/12/2019
STN001,North America,2019,2/20/2019,36,16.5,212.8,13.7,42.1,998.5,1631.5,403.4,0.77,80.1,0.7,40.02,,NA
STN001,North America,2019,4/10/2019,21.7,7.7,944.6,17.7,45,1020.3,1723.3,385.1,0.65,96.1,0.92,17.25,,10/4/2019
STN001,North America,2019,5/25/2019,22.7,21,570.4,19.8,40.4,992.5,1743.6,402.3,0.97,82.4,0.9,168.35,,NA
STN004,Africa,2019,11/3/2019,35.4,22.5,1112.7,8.4,50.5,992.7,1605.5,386,0.98,94.3,0.7,225.63,,3/11/2019
STN002,Europe,2019,3/2/2019,23,12.2,711,17.7,70.2,1018.5,2240,418.6,0.61,91.2,0.77,78.15,,2/3/2019
STN004,Africa,2019,10/10/2019,44.6,16.4,380.7,8.3,72.2,1004.3,1015.5,413.5,0.68,86,0.81,76.69,,10/10/2019
STN002,Europe,2019,4/3/2019,28.9,19.8,506.1,15.8,71.9,1022.5,1811.7,404.4,0.91,89.8,0.85,235.46,,3/4/2019
STN004,Africa,2019,5/19/2019,35.4,22.5,1112.7,8.4,50.5,992.7,1605.5,386,0.98,94.3,0.7,26.83,,NA
STN004,Africa,2019,2/2/2019,44.6,16.4,380.7,8.3,72.2,1004.3,1015.5,413.5,0.68,86,0.81,95.93,,2/2/2019
STN003,Asia,2019,3/20/2019,24.7,11.1,958.8,18.3,47.8,1007.8,1031.1,382.3,0.98,92.7,0.8,114.77,,NA
STN001,North America,2019,2/2/2019,30.9,22.9,479.1,13.5,58.8,1001,1347.9,399.5,0.63,84.6,0.88,147.34,,2/2/2019
STN003,Asia,2019,4/24/2019,23.3,6.8,865,7,63.1,992.1,1686.1,397.5,0.65,86.3,0.98,73.01,,NA
STN003,Asia,2019,2/20/2019,32.3,22.8,759.6,9.9,57.2,993.4,1172.2,388.3,0.98,88.3,0.86,83.87,,NA
STN002,Europe,2019,5/8/2019,29.2,19.4,972.6,14.2,43.3,1029.7,2415.2,418.1,0.6,94.1,0.92,174.1,,8/5/2019
STN003,Asia,2019,12/15/2019,33.2,13.8,924.3,17.4,75.7,995.2,1208.5,394.9,0.59,95.4,0.89,30.72,,NA
STN003,Asia,2019,9/1/2019,21.4,18.9,828.5,10,52.4,993,2058.6,408,0.89,98.2,0.94,170.9,,1/9/2019
STN004,Africa,2019,5/19/2019,30.1,16.2,1174.8,10.5,47.3,1019.9,1272.3,405.5,0.9,97.4,0.8,23.17,,NA
STN001,North America,2019,4/28/2019,38.2,24.9,855.2,10.3,75.1,1000,1616.4,392.3,0.69,97.3,0.81,165.89,,NA
STN004,Africa,2019,10/17/2019,44.6,16.4,380.7,8.3,72.2,1004.3,1015.5,413.5,0.68,86,0.81,131.52,,NA
STN003,Asia,2019,6/13/2019,21.4,18.9,828.5,10,52.4,993,2058.6,408,0.89,98.2,0.94,198.57,,NA
STN004,Africa,2019,3/11/2019,30.7,17.8,800.1,10.8,40.5,985.8,1991.6,397.5,0.96,86.5,0.77,186.7,,11/3/2019
STN001,North America,2019,11/23/2019,42.8,17.4,1140.4,10.2,59.5,1020.4,2132.9,397.1,0.8,97.7,0.71,110.83,,NA
STN003,Asia,2019,9/19/2019,21.4,18.9,828.5,10,52.4,993,2058.6,408,0.89,98.2,0.94,24.5,,NA
STN004,Africa,2020,7/11/2020,34.6,10.9,224.2,14.7,50.6,1005.8,2341.4,396,0.9,90.1,0.82,90.99,,11/7/2020
STN003,Asia,2020,7/4/2020,20.6,14,363.2,7.8,73.5,995.1,1406.1,402,0.57,92.2,0.99,30.4,,4/7/2020
STN002,Europe,2020,9/22/2020,28.4,16.3,693.7,20,50.7,1019.2,2134,415.2,0.58,86.5,0.95,57.15,,NA
STN001,North America,2020,12/9/2020,28.2,15.2,663.3,11.5,51.2,1026.9,1099.9,386.3,0.8,84.6,0.86,184.72,,9/12/2020
STN003,Asia,2020,4/1/2020,20.6,14,363.2,7.8,73.5,995.1,1406.1,402,0.57,92.2,0.99,146.68,,1/4/2020
STN004,Africa,2020,9/28/2020,30.5,5.1,436.5,11.3,75.7,1019.4,1693.8,397.3,0.65,82.2,0.74,246.34,,NA
STN001,North America,2020,4/2/2020,28.2,15.2,663.3,11.5,51.2,1026.9,1099.9,386.3,0.8,84.6,0.86,153.14,,2/4/2020
STN004,Africa,2020,4/17/2020,44.6,16.4,380.7,8.3,72.2,1004.3,1015.5,413.5,0.68,86,0.81,127.77,,NA
STN002,Europe,2020,3/19/2020,28.4,16.3,693.7,20,50.7,1019.2,2134,415.2,0.58,86.5,0.95,190.34,,NA
STN003,Asia,2020,4/7/2020,24.8,13.6,1008.1,17.9,74.4,1000.6,1021.1,411,0.6,88.2,0.95,207.7,,7/4/2020
STN004,Africa,2020,6/8/2020,32.2,6.4,881.8,19.6,56.4,1007.3,1963.2,406.6,0.95,82.2,0.97,201.22,,8/6/2020
STN003,Asia,2020,2/7/2020,24.8,13.6,1008.1,17.9,74.4,1000.6,1021.1,411,0.6,88.2,0.95,14.58,,7/2/2020
STN001,North America,2020,6/6/2020,36,16.5,212.8,13.7,42.1,998.5,1631.5,403.4,0.77,80.1,0.7,56.41,,6/6/2020
STN004,Africa,2020,11/4/2020,44.6,16.4,380.7,8.3,72.2,1004.3,1015.5,413.5,0.68,86,0.81,97.58,,4/11/2020
STN004,Africa,2020,2/14/2020,40,14.1,1063.2,12.1,55.5,1011.6,1806.9,393.2,0.59,83.2,0.97,114.51,,NA
STN003,Asia,2020,12/14/2020,43.7,9.7,609.4,17.1,50.1,993.9,2192.8,387.9,0.52,87.3,0.89,20.44,,NA
STN002,Europe,2020,9/1/2020,43.5,14.6,840.9,8.9,72.7,1010.1,1640.3,384.6,0.55,83.7,0.97,17.03,,1/9/2020
STN002,Europe,2020,8/15/2020,24.3,5.6,604.3,19.6,52.7,1012.2,1038,384.4,0.59,90.2,0.75,204.07,,NA
STN004,Africa,2020,1/15/2020,38.1,11.5,399.5,19.4,57.2,1019.2,1874.7,414.3,0.72,90.8,0.93,103.29,,NA
STN002,Europe,2020,10/13/2020,36.9,17.5,1028.6,9.9,78.3,987.6,1821.5,399,0.95,86.8,0.77,62.52,,NA
